Year     Age      Female         Male        Total
1967    12     823585.87    857705.28   1681291.15
1967    13     872741.89    893796.81   1766538.70
1967    14     926253.23    951037.84   1877291.07
1967    15     974506.29    996495.06   1971001.35
1967    16    1049418.79   1083816.54   2133235.33
1967    17    1214190.33   1221671.17   2435861.50
1967    18    1196021.59   1212730.67   2408752.26
1967    19    1169510.07   1182338.82   2351848.89
1967    20     806381.43    815612.71   1621994.14
1967    21     726701.84    720916.76   1447618.60
1967    22     912196.74    896747.62   1808944.36
1967    23     945725.01    926945.52   1872670.53
1967    24     930483.84    913281.86   1843765.70
1967    25     960589.51    946329.41   1906918.92
1967    26     891224.65    880229.73   1771454.38
1967    27     785074.02    769031.18   1554105.20
1967    28     781221.80    774723.50   1555945.30
1967    29     887609.52    875024.55   1762634.07
1967    30     835524.23    833985.94   1669510.17
1967    31     869560.85    875730.01   1745290.86
1967    32     800294.73    801166.99   1601461.72
1967    33     821660.95    827779.76   1649440.71
1967    34     833580.69    847282.70   1680863.39
1967    35     792237.25    801847.27   1594084.52
1967    36     775677.78    792093.53   1567771.31
1967    37     755970.89    756791.85   1512762.74
1967    38     756929.56    761462.98   1518392.54
1967    39     719055.57    714501.83   1433557.40
1967    40     724057.41    714717.56   1438774.97
1967    41     706597.70    665450.28   1372047.98
1967    42     659215.02    600795.31   1260010.33
1967    43     656627.01    536689.02   1193316.03
1967    44     614544.31    483508.92   1098053.23
1967    45     608627.19    461815.25   1070442.44
1967    46     608464.05    475033.80   1083497.85
1967    47     527256.43    428413.98    955670.41
1967    48     507987.41    418605.25    926592.66
1967    49     517192.97    429259.31    946452.28
1967    50     517427.80    434695.40    952123.20
1967    51     503733.98    432449.91    936183.89
1967    52     509174.99    441255.22    950430.21
1967    53     488989.24    427572.76    916562.00
1967    54     492251.07    422461.38    914712.45
1967    55     469435.70    413046.25    882481.95
1967    56     452477.74    405659.65    858137.39
1967    57     444385.03    397324.29    841709.32
1967    58     412289.32    381403.25    793692.57
1967    59     419678.93    382128.97    801807.90
1967    60     325626.20    327787.19    653413.39
1967    61     367799.29    332862.82    700662.11
1967    62     330255.57    314013.32    644268.89
1967    63     345847.76    321030.08    666877.84
1967    64     340988.97    316370.36    657359.33
1967    65     321303.70    297806.83    619110.53
1967    66     302851.32    271430.63    574281.95
1967    67     274388.75    251409.67    525798.42
1967    68     264957.82    238380.81    503338.63
1967    69     251104.58    219434.34    470538.92
1967    70     228990.74    196543.71    425534.45
1967    71     219470.77    184648.76    404119.53
1967    72     202204.16    167394.56    369598.72
1967    73     180632.24    145901.85    326534.09
1967    74     175363.44    136168.11    311531.55
1967    75     143128.57    109022.34    252150.91
1967    76     146557.02    105790.04    252347.06
1967    77     144250.66     99603.76    243854.42
1967    78     119006.63     84028.76    203035.39
1967    79     102926.45     66062.43    168988.88
1967    80      92980.49     56598.00    149578.49
1967    81      78205.17     45288.09    123493.26
1967    82      68320.82     37640.76    105961.58
1967    83      61701.23     31702.57     93403.80
1967    84      50039.04     24894.97     74934.01
1967    85      42648.12     20075.71     62723.83
1967    86      33406.30     14980.71     48387.01
1967    87      27018.21     11533.13     38551.34
1967    88      20837.35      8495.66     29333.01
1967    89      15687.82      6036.11     21723.93
1967    90      12217.35      4497.17     16714.52
1967    91       8097.36      3002.80     11100.16
1967    92       5647.58      1882.96      7530.54
1967    93       3932.64      1263.95      5196.59
1967    94       2258.72       749.08      3007.80
1967    95       1405.39       450.05      1855.44
1967    96        829.56       257.94      1087.50
1967    97        518.91       153.97       672.88
1967    98        369.86        91.00       460.86
1967    99        151.98        35.00       186.98
1967   100         93.00        18.99       111.99
1967   101         51.98        13.99        65.97
1967   102         27.99         2.00        29.99
1967   103          9.98         3.00        12.98
1967   104          1.00         0.00         1.00
1967   105          2.00         2.00         4.00
1967   106          0.00         0.00         0.00
1967   107          0.00         0.00         0.00
1967   108          0.00         0.00         0.00
1967   109          0.00         0.00         0.00
1967   110+         1.00         0.00         1.00
1968     0     931795.11    977286.73   1909081.84
1968     1     645201.41    690569.32   1335770.73
1968     2     870400.89    906651.69   1777052.58
1968     3     818715.26    855168.08   1673883.34
1968     4     789810.85    823347.23   1613158.08
1968     5     763533.98    795534.60   1559068.58
1968     6     754508.01    785813.91   1540321.92
1968     7     764240.06    796717.80   1560957.86
1968     8     767516.74    796176.51   1563693.25
1968     9     778199.35    806157.98   1584357.33
1968    10     732575.74    758667.21   1491242.95
1968    11     769461.19    799530.29   1568991.48
1968    12     818731.47    849785.97   1668517.44
1968    13     824006.05    857082.28   1681088.33
1968    14     872429.74    891151.78   1763581.52
1968    15     924942.69    946688.88   1871631.57
1968    16     972904.99    989013.87   1961918.86
1968    17    1048178.18   1075447.10   2123625.28
1968    18    1210233.17   1211235.47   2421468.64
1968    19    1196020.14   1206040.49   2402060.63
1968    20    1170302.07   1176894.61   2347196.68
1968    21     806284.98    812027.41   1618312.39
1968    22     726388.46    720335.67   1446724.13
1968    23     912771.86    896781.61   1809553.47
1968    24     946321.79    928104.03   1874425.82
1968    25     930622.55    915201.54   1845824.09
1968    26     960281.36    947923.92   1908205.28
1968    27     891498.47    882154.89   1773653.36
1968    28     784383.19    770348.23   1554731.42
1968    29     780532.16    776204.55   1556736.71
1968    30     886009.35    875132.23   1761141.58
1968    31     834837.00    834747.84   1669584.84
1968    32     869247.08    875513.38   1744760.46
1968    33     800037.97    800766.22   1600804.19
1968    34     820779.87    826926.31   1647706.18
1968    35     832457.18    846508.46   1678965.64
1968    36     790749.29    800177.99   1590927.28
1968    37     774279.51    790126.79   1564406.30
1968    38     752251.68    753067.96   1505319.64
1968    39     752441.12    756689.20   1509130.32
1968    40     714583.43    711054.28   1425637.71
1968    41     722957.42    713256.21   1436213.63
1968    42     705211.30    662984.23   1368195.53
1968    43     657319.08    598804.57   1256123.65
1968    44     655667.34    534553.63   1190220.97
1968    45     613385.83    481728.10   1095113.93
1968    46     607770.75    460420.25   1068191.00
1968    47     607513.01    473199.30   1080712.31
1968    48     526076.04    427212.50    953288.54
1968    49     505960.18    415843.64    921803.82
1968    50     515186.97    426637.44    941824.41
1968    51     515820.29    432020.58    947840.87
1968    52     499288.53    427581.21    926869.74
1968    53     503170.14    435263.92    938434.06
1968    54     485293.96    422734.80    908028.76
1968    55     488765.57    418111.62    906877.19
1968    56     467734.19    408675.83    876410.02
1968    57     449527.87    401056.36    850584.23
1968    58     440685.88    391482.55    832168.43
1968    59     409295.49    375566.64    784862.13
1968    60     413885.33    373115.98    787001.31
1968    61     322039.12    321424.34    643463.46
1968    62     363407.72    325278.51    688686.23
1968    63     325889.09    306468.37    632357.46
1968    64     340763.38    312838.54    653601.92
1968    65     335555.74    307339.35    642895.09
1968    66     315455.69    288018.79    603474.48
1968    67     298760.94    263271.49    562032.43
